x_au,y_au,z_au
-0.29326370142023184,-0.9711215762147498,-0.0
-0.27697720019680394,-0.9760378730898354,-0.0
-0.2606116817885088,-0.9806757231158258,-0.0
-0.2441718450083201,-0.9850339160799729,-0.0
-0.22766240519139685,-0.9891113189451017,-0.0
-0.21108809300170048,-0.992906876006663,-0.0
-0.19445365323967365,-0.996419609033928,-0.0
-0.1777638436510832,-0.99964861739546,-0.0
-0.16102343373713998,-1.0025930781689796,-0.0
-0.144237203566012,-1.0052522462357412,-0.0
-0.12740994258581587,-1.007625454359539,-0.0
-0.11054644843920283,-1.009712113250446,-0.0
-0.09365152577961469,-1.011511711613402,-0.0
-0.07672998508931608,-1.0130238161817513,-0.0
-0.059786641499274734,-1.0142480717358264,-0.0
-0.04282631361098782,-1.0151842011066818,-0.0
-0.025853822320318492,-1.0158320051650638,-0.0
-0.008873989643431807,-1.016191362795706,-0.0
0.008108362455102186,-1.0162622308570417,-0.0
0.025088413231965284,-1.016044644126401,-0.0
0.042061344332434525,-1.0155387152307818,-0.0
0.05902234095535416,-1.014744634563258,-0.0
0.07596659301565983,-1.0136626701850961,-0.0
0.09288929630439735,-1.0122931677136435,-0.0
0.10978565364617461,-1.0106365501960466,-0.0
0.12665087605397773,-1.0086933179688562,-0.0
0.14348018388130623,-1.006464048503565,-0.0
0.1602688079715438,-1.0039493962381325,-0.0
0.1770119908045349,-1.0011500923945273,-0.0
0.19370498764028093,-0.9980669447823375,-0.0
0.2103430676597185,-0.9947008375884678,-0.0
0.22692151510250658,-0.9910527311529685,-0.0
0.24343563040177524,-0.987123661731003,0.0
0.25988073131576234,-0.9829147412409917,0.0
0.2762521540562957,-0.9784271569989319,0.0
0.29254525441404283,-0.9736621714389209,0.0
0.30875540888047665,-0.9686211218198754,0.0
0.3248780157664855,-0.9633054199184652,0.0
0.3409084963175738,-0.9577165517082469,0.0
0.3568422958255704,-0.9518560770250047,0.0
0.3726748847367874,-0.9457256292182848,0.0
0.3884017597565578,-0.9393269147891087,0.0
0.4040184449500664,-0.9326617130138596,0.0
